customer_id,channel,cost,conversion_rate,revenue,net_value,customer_segment,customer_value_score,customer_value_score_net
92,email marketing,5.2462632712450965,0.0438222285949381,1874,1868.754,Cost Efficient - Potential Value,1,1
93,referral,8.320326732170223,0.1231449787166301,3453,3444.68,Low Value,0,0
94,email marketing,5.2462632712450965,0.0438222285949381,2933,2927.754,Cost Efficient - Potential Value,1,1
95,social media,9.546325667652964,0.1675922473559195,2987,2977.454,Low Value,1,0
96,referral,8.320326732170223,0.1231449787166301,3642,3633.68,Low Value,0,0
97,social media,9.546325667652964,0.1675922473559195,845,835.454,Low Value,1,0
98,paid advertising,30.450327213520207,0.0163414915688768,3809,3778.55,Low Value,0,0
99,email marketing,5.2462632712450965,0.0438222285949381,4947,4941.754,High Value - High Efficiency,5,5
100,email marketing,5.2462632712450965,0.0438222285949381,4539,4533.754,High Value - High Efficiency,5,5
101,social media,9.546325667652964,0.1675922473559195,1929,1919.454,Low Value,1,0
102,social media,9.546325667652964,0.1675922473559195,1174,1164.454,Low Value,1,0
103,email marketing,5.2462632712450965,0.0438222285949381,2574,2568.754,Cost Efficient - Potential Value,1,1
104,social media,9.546325667652964,0.1675922473559195,1499,1489.454,Low Value,1,0
105,social media,9.546325667652964,0.1675922473559195,4420,4410.454,High Value - Standard Efficiency,5,4
106,social media,9.546325667652964,0.1675922473559195,1411,1401.454,Low Value,1,0
107,email marketing,5.2462632712450965,0.0438222285949381,3338,3332.754,Cost Efficient - Potential Value,1,1
108,paid advertising,30.450327213520207,0.0163414915688768,1681,1650.55,Low Value,0,0
109,email marketing,5.2462632712450965,0.0438222285949381,3326,3320.754,Cost Efficient - Potential Value,1,1
110,referral,8.320326732170223,0.1231449787166301,558,549.68,Low Value,0,0
111,referral,8.320326732170223,0.1231449787166301,3953,3944.68,High Value - Standard Efficiency,4,4
112,referral,8.320326732170223,0.1231449787166301,3642,3633.68,Low Value,0,0
113,email marketing,5.2462632712450965,0.0438222285949381,1694,1688.754,Cost Efficient - Potential Value,1,1
114,referral,8.320326732170223,0.1231449787166301,3115,3106.68,Low Value,0,0
115,paid advertising,30.450327213520207,0.0163414915688768,4560,4529.55,High Value - Standard Efficiency,4,4
116,email marketing,5.2462632712450965,0.0438222285949381,3442,3436.754,Cost Efficient - Potential Value,1,1
117,social media,9.546325667652964,0.1675922473559195,4340,4330.454,High Value - Standard Efficiency,5,4
118,referral,8.320326732170223,0.1231449787166301,1919,1910.68,Low Value,0,0
119,paid advertising,30.450327213520207,0.0163414915688768,2695,2664.55,Low Value,0,0
120,paid advertising,30.450327213520207,0.0163414915688768,4134,4103.55,High Value - Standard Efficiency,4,4
121,paid advertising,30.450327213520207,0.0163414915688768,3951,3920.55,High Value - Standard Efficiency,4,4
122,email marketing,5.2462632712450965,0.0438222285949381,3474,3468.754,Cost Efficient - Potential Value,1,1
123,email marketing,5.2462632712450965,0.0438222285949381,730,724.754,Cost Efficient - Potential Value,1,1
124,referral,8.320326732170223,0.1231449787166301,3376,3367.68,Low Value,0,0
125,email marketing,5.2462632712450965,0.0438222285949381,1067,1061.754,Cost Efficient - Potential Value,1,1
126,email marketing,5.2462632712450965,0.0438222285949381,2723,2717.754,Cost Efficient - Potential Value,1,1
127,email marketing,5.2462632712450965,0.0438222285949381,1272,1266.754,Cost Efficient - Potential Value,1,1
128,paid advertising,30.450327213520207,0.0163414915688768,2800,2769.55,Low Value,0,0
129,paid advertising,30.450327213520207,0.0163414915688768,2389,2358.55,Low Value,0,0
130,email marketing,5.2462632712450965,0.0438222285949381,1988,1982.754,Cost Efficient - Potential Value,1,1
131,paid advertising,30.450327213520207,0.0163414915688768,912,881.55,Low Value,0,0
132,social media,9.546325667652964,0.1675922473559195,3149,3139.454,Low Value,1,0
133,email marketing,5.2462632712450965,0.0438222285949381,2624,2618.754,Cost Efficient - Potential Value,1,1
134,referral,8.320326732170223,0.1231449787166301,1429,1420.68,Low Value,0,0
135,referral,8.320326732170223,0.1231449787166301,4615,4606.68,High Value - Standard Efficiency,4,4
136,social media,9.546325667652964,0.1675922473559195,1809,1799.454,Low Value,1,0
137,email marketing,5.2462632712450965,0.0438222285949381,1528,1522.754,Cost Efficient - Potential Value,1,1
138,email marketing,5.2462632712450965,0.0438222285949381,2486,2480.754,Cost Efficient - Potential Value,1,1
139,paid advertising,30.450327213520207,0.0163414915688768,4854,4823.55,High Value - Standard Efficiency,4,4
140,paid advertising,30.450327213520207,0.0163414915688768,1722,1691.55,Low Value,0,0
141,referral,8.320326732170223,0.1231449787166301,4756,4747.68,High Value - Standard Efficiency,4,4
142,email marketing,5.2462632712450965,0.0438222285949381,755,749.754,Cost Efficient - Potential Value,1,1
143,social media,9.546325667652964,0.1675922473559195,3066,3056.454,Low Value,1,0
144,paid advertising,30.450327213520207,0.0163414915688768,2357,2326.55,Low Value,0,0
145,email marketing,5.2462632712450965,0.0438222285949381,3522,3516.754,Cost Efficient - Potential Value,1,1
146,social media,9.546325667652964,0.1675922473559195,4301,4291.454,High Value - Standard Efficiency,5,4
147,paid advertising,30.450327213520207,0.0163414915688768,3580,3549.55,Low Value,0,0
148,referral,8.320326732170223,0.1231449787166301,1960,1951.68,Low Value,0,0
149,social media,9.546325667652964,0.1675922473559195,1777,1767.454,Low Value,1,0
150,email marketing,5.2462632712450965,0.0438222285949381,2506,2500.754,Cost Efficient - Potential Value,1,1
151,social media,9.546325667652964,0.1675922473559195,4043,4033.454,High Value - Standard Efficiency,5,4
152,social media,9.546325667652964,0.1675922473559195,3966,3956.454,High Value - Standard Efficiency,5,4
153,email marketing,5.2462632712450965,0.0438222285949381,1023,1017.754,Cost Efficient - Potential Value,1,1
154,email marketing,5.2462632712450965,0.0438222285949381,4727,4721.754,High Value - High Efficiency,5,5
155,social media,9.546325667652964,0.1675922473559195,4647,4637.454,High Value - Standard Efficiency,5,4
156,social media,9.546325667652964,0.1675922473559195,2312,2302.454,Low Value,1,0
157,email marketing,5.2462632712450965,0.0438222285949381,2963,2957.754,Cost Efficient - Potential Value,1,1
158,email marketing,5.2462632712450965,0.0438222285949381,3803,3797.754,Cost Efficient - Potential Value,1,1
159,referral,8.320326732170223,0.1231449787166301,3433,3424.68,Low Value,0,0
160,email marketing,5.2462632712450965,0.0438222285949381,2894,2888.754,Cost Efficient - Potential Value,1,1
161,email marketing,5.2462632712450965,0.0438222285949381,918,912.754,Cost Efficient - Potential Value,1,1
162,social media,9.546325667652964,0.1675922473559195,1336,1326.454,Low Value,1,0
163,social media,9.546325667652964,0.1675922473559195,2688,2678.454,Low Value,1,0
164,social media,9.546325667652964,0.1675922473559195,2257,2247.454,Low Value,1,0
165,paid advertising,30.450327213520207,0.0163414915688768,3886,3855.55,High Value - Standard Efficiency,4,4
166,paid advertising,30.450327213520207,0.0163414915688768,4732,4701.55,High Value - Standard Efficiency,4,4
167,email marketing,5.2462632712450965,0.0438222285949381,3309,3303.754,Cost Efficient - Potential Value,1,1
168,paid advertising,30.450327213520207,0.0163414915688768,1268,1237.55,Low Value,0,0
169,email marketing,5.2462632712450965,0.0438222285949381,3677,3671.754,Cost Efficient - Potential Value,1,1
170,email marketing,5.2462632712450965,0.0438222285949381,3667,3661.754,Cost Efficient - Potential Value,1,1
171,referral,8.320326732170223,0.1231449787166301,2949,2940.68,Low Value,0,0
172,paid advertising,30.450327213520207,0.0163414915688768,3842,3811.55,High Value - Standard Efficiency,4,4
173,referral,8.320326732170223,0.1231449787166301,2357,2348.68,Low Value,0,0
174,referral,8.320326732170223,0.1231449787166301,4365,4356.68,High Value - Standard Efficiency,4,4
175,social media,9.546325667652964,0.1675922473559195,4235,4225.454,High Value - Standard Efficiency,5,4
176,paid advertising,30.450327213520207,0.0163414915688768,4947,4916.55,High Value - Standard Efficiency,4,4
177,email marketing,5.2462632712450965,0.0438222285949381,2906,2900.754,Cost Efficient - Potential Value,1,1
178,social media,9.546325667652964,0.1675922473559195,2823,2813.454,Low Value,1,0
179,paid advertising,30.450327213520207,0.0163414915688768,1249,1218.55,Low Value,0,0
180,referral,8.320326732170223,0.1231449787166301,3120,3111.68,Low Value,0,0
181,referral,8.320326732170223,0.1231449787166301,3886,3877.68,High Value - Standard Efficiency,4,4
182,paid advertising,30.450327213520207,0.0163414915688768,622,591.55,Low Value,0,0
183,social media,9.546325667652964,0.1675922473559195,3902,3892.454,High Value - Standard Efficiency,5,4
184,paid advertising,30.450327213520207,0.0163414915688768,1294,1263.55,Low Value,0,0
185,paid advertising,30.450327213520207,0.0163414915688768,2615,2584.55,Low Value,0,0
186,social media,9.546325667652964,0.1675922473559195,2715,2705.454,Low Value,1,0
187,referral,8.320326732170223,0.1231449787166301,4674,4665.68,High Value - Standard Efficiency,4,4
188,referral,8.320326732170223,0.1231449787166301,3879,3870.68,High Value - Standard Efficiency,4,4
189,referral,8.320326732170223,0.1231449787166301,1719,1710.68,Low Value,0,0
190,email marketing,5.2462632712450965,0.0438222285949381,1220,1214.754,Cost Efficient - Potential Value,1,1
191,social media,9.546325667652964,0.1675922473559195,3944,3934.454,High Value - Standard Efficiency,5,4
192,social media,9.546325667652964,0.1675922473559195,3267,3257.454,Low Value,1,0
193,referral,8.320326732170223,0.1231449787166301,2216,2207.68,Low Value,0,0
194,email marketing,5.2462632712450965,0.0438222285949381,3146,3140.754,Cost Efficient - Potential Value,1,1
195,email marketing,5.2462632712450965,0.0438222285949381,4728,4722.754,High Value - High Efficiency,5,5
196,paid advertising,30.450327213520207,0.0163414915688768,620,589.55,Low Value,0,0
197,referral,8.320326732170223,0.1231449787166301,1838,1829.68,Low Value,0,0
198,social media,9.546325667652964,0.1675922473559195,2723,2713.454,Low Value,1,0
199,email marketing,5.2462632712450965,0.0438222285949381,3180,3174.754,Cost Efficient - Potential Value,1,1
200,paid advertising,30.450327213520207,0.0163414915688768,2692,2661.55,Low Value,0,0
201,social media,9.546325667652964,0.1675922473559195,1638,1628.454,Low Value,1,0
202,paid advertising,30.450327213520207,0.0163414915688768,3037,3006.55,Low Value,0,0
203,paid advertising,30.450327213520207,0.0163414915688768,1357,1326.55,Low Value,0,0
204,email marketing,5.2462632712450965,0.0438222285949381,2510,2504.754,Cost Efficient - Potential Value,1,1
205,social media,9.546325667652964,0.1675922473559195,3360,3350.454,Low Value,1,0
206,referral,8.320326732170223,0.1231449787166301,1865,1856.68,Low Value,0,0
207,paid advertising,30.450327213520207,0.0163414915688768,1377,1346.55,Low Value,0,0
208,referral,8.320326732170223,0.1231449787166301,1275,1266.68,Low Value,0,0
209,referral,8.320326732170223,0.1231449787166301,1054,1045.68,Low Value,0,0
210,social media,9.546325667652964,0.1675922473559195,4266,4256.454,High Value - Standard Efficiency,5,4
211,email marketing,5.2462632712450965,0.0438222285949381,2201,2195.754,Cost Efficient - Potential Value,1,1
212,email marketing,5.2462632712450965,0.0438222285949381,800,794.754,Cost Efficient - Potential Value,1,1
213,social media,9.546325667652964,0.1675922473559195,791,781.454,Low Value,1,0
214,referral,8.320326732170223,0.1231449787166301,606,597.68,Low Value,0,0
215,social media,9.546325667652964,0.1675922473559195,2574,2564.454,Low Value,1,0
216,paid advertising,30.450327213520207,0.0163414915688768,4887,4856.55,High Value - Standard Efficiency,4,4
217,paid advertising,30.450327213520207,0.0163414915688768,3593,3562.55,Low Value,0,0
218,social media,9.546325667652964,0.1675922473559195,2979,2969.454,Low Value,1,0
219,referral,8.320326732170223,0.1231449787166301,620,611.68,Low Value,0,0
220,email marketing,5.2462632712450965,0.0438222285949381,3602,3596.754,Cost Efficient - Potential Value,1,1
221,referral,8.320326732170223,0.1231449787166301,1711,1702.68,Low Value,0,0
222,referral,8.320326732170223,0.1231449787166301,3062,3053.68,Low Value,0,0
223,email marketing,5.2462632712450965,0.0438222285949381,1760,1754.754,Cost Efficient - Potential Value,1,1
224,email marketing,5.2462632712450965,0.0438222285949381,3550,3544.754,Cost Efficient - Potential Value,1,1
225,social media,9.546325667652964,0.1675922473559195,2224,2214.454,Low Value,1,0
226,referral,8.320326732170223,0.1231449787166301,3306,3297.68,Low Value,0,0
227,referral,8.320326732170223,0.1231449787166301,1121,1112.68,Low Value,0,0
228,referral,8.320326732170223,0.1231449787166301,4872,4863.68,High Value - Standard Efficiency,4,4
229,social media,9.546325667652964,0.1675922473559195,2457,2447.454,Low Value,1,0
230,paid advertising,30.450327213520207,0.0163414915688768,1361,1330.55,Low Value,0,0
231,email marketing,5.2462632712450965,0.0438222285949381,1643,1637.754,Cost Efficient - Potential Value,1,1
232,referral,8.320326732170223,0.1231449787166301,3069,3060.68,Low Value,0,0
233,social media,9.546325667652964,0.1675922473559195,2962,2952.454,Low Value,1,0
234,email marketing,5.2462632712450965,0.0438222285949381,4504,4498.754,High Value - High Efficiency,5,5
235,paid advertising,30.450327213520207,0.0163414915688768,2058,2027.55,Low Value,0,0
236,referral,8.320326732170223,0.1231449787166301,4172,4163.68,High Value - Standard Efficiency,4,4
237,social media,9.546325667652964,0.1675922473559195,3105,3095.454,Low Value,1,0
238,referral,8.320326732170223,0.1231449787166301,2980,2971.68,Low Value,0,0
239,social media,9.546325667652964,0.1675922473559195,790,780.454,Low Value,1,0
240,referral,8.320326732170223,0.1231449787166301,2213,2204.68,Low Value,0,0
241,referral,8.320326732170223,0.1231449787166301,3270,3261.68,Low Value,0,0
242,email marketing,5.2462632712450965,0.0438222285949381,1644,1638.754,Cost Efficient - Potential Value,1,1
243,paid advertising,30.450327213520207,0.0163414915688768,1218,1187.55,Low Value,0,0
244,referral,8.320326732170223,0.1231449787166301,4162,4153.68,High Value - Standard Efficiency,4,4
245,paid advertising,30.450327213520207,0.0163414915688768,1467,1436.55,Low Value,0,0
246,email marketing,5.2462632712450965,0.0438222285949381,2079,2073.754,Cost Efficient - Potential Value,1,1
247,social media,9.546325667652964,0.1675922473559195,3729,3719.454,Low Value,1,0
248,referral,8.320326732170223,0.1231449787166301,4933,4924.68,High Value - Standard Efficiency,4,4
249,referral,8.320326732170223,0.1231449787166301,3428,3419.68,Low Value,0,0
250,email marketing,5.2462632712450965,0.0438222285949381,4940,4934.754,High Value - High Efficiency,5,5
251,paid advertising,30.450327213520207,0.0163414915688768,1303,1272.55,Low Value,0,0
252,paid advertising,30.450327213520207,0.0163414915688768,2736,2705.55,Low Value,0,0
253,social media,9.546325667652964,0.1675922473559195,3730,3720.454,Low Value,1,0
254,referral,8.320326732170223,0.1231449787166301,4994,4985.68,High Value - Standard Efficiency,4,4
255,paid advertising,30.450327213520207,0.0163414915688768,3754,3723.55,Low Value,0,0
256,paid advertising,30.450327213520207,0.0163414915688768,3139,3108.55,Low Value,0,0
257,email marketing,5.2462632712450965,0.0438222285949381,2490,2484.754,Cost Efficient - Potential Value,1,1
258,referral,8.320326732170223,0.1231449787166301,4212,4203.68,High Value - Standard Efficiency,4,4
259,email marketing,5.2462632712450965,0.0438222285949381,1314,1308.754,Cost Efficient - Potential Value,1,1
260,referral,8.320326732170223,0.1231449787166301,4632,4623.68,High Value - Standard Efficiency,4,4
261,referral,8.320326732170223,0.1231449787166301,966,957.68,Low Value,0,0
262,referral,8.320326732170223,0.1231449787166301,2729,2720.68,Low Value,0,0
263,social media,9.546325667652964,0.1675922473559195,1150,1140.454,Low Value,1,0
264,social media,9.546325667652964,0.1675922473559195,1453,1443.454,Low Value,1,0
265,paid advertising,30.450327213520207,0.0163414915688768,4469,4438.55,High Value - Standard Efficiency,4,4
266,email marketing,5.2462632712450965,0.0438222285949381,4742,4736.754,High Value - High Efficiency,5,5
267,paid advertising,30.450327213520207,0.0163414915688768,2230,2199.55,Low Value,0,0
268,referral,8.320326732170223,0.1231449787166301,4923,4914.68,High Value - Standard Efficiency,4,4
269,paid advertising,30.450327213520207,0.0163414915688768,4290,4259.55,High Value - Standard Efficiency,4,4
270,email marketing,5.2462632712450965,0.0438222285949381,1165,1159.754,Cost Efficient - Potential Value,1,1
271,email marketing,5.2462632712450965,0.0438222285949381,2176,2170.754,Cost Efficient - Potential Value,1,1
272,referral,8.320326732170223,0.1231449787166301,2116,2107.68,Low Value,0,0
273,referral,8.320326732170223,0.1231449787166301,3326,3317.68,Low Value,0,0
274,referral,8.320326732170223,0.1231449787166301,2139,2130.68,Low Value,0,0
275,email marketing,5.2462632712450965,0.0438222285949381,1237,1231.754,Cost Efficient - Potential Value,1,1
276,referral,8.320326732170223,0.1231449787166301,2322,2313.68,Low Value,0,0
277,referral,8.320326732170223,0.1231449787166301,1492,1483.68,Low Value,0,0
278,paid advertising,30.450327213520207,0.0163414915688768,1568,1537.55,Low Value,0,0
279,paid advertising,30.450327213520207,0.0163414915688768,3847,3816.55,High Value - Standard Efficiency,4,4
280,social media,9.546325667652964,0.1675922473559195,4720,4710.454,High Value - Standard Efficiency,5,4
281,referral,8.320326732170223,0.1231449787166301,3377,3368.68,Low Value,0,0
282,referral,8.320326732170223,0.1231449787166301,1171,1162.68,Low Value,0,0
283,referral,8.320326732170223,0.1231449787166301,4155,4146.68,High Value - Standard Efficiency,4,4
284,paid advertising,30.450327213520207,0.0163414915688768,3175,3144.55,Low Value,0,0
285,email marketing,5.2462632712450965,0.0438222285949381,3796,3790.754,Cost Efficient - Potential Value,1,1
286,referral,8.320326732170223,0.1231449787166301,2387,2378.68,Low Value,0,0
287,paid advertising,30.450327213520207,0.0163414915688768,1502,1471.55,Low Value,0,0
288,paid advertising,30.450327213520207,0.0163414915688768,1717,1686.55,Low Value,0,0
289,email marketing,5.2462632712450965,0.0438222285949381,4645,4639.754,High Value - High Efficiency,5,5
290,referral,8.320326732170223,0.1231449787166301,2086,2077.68,Low Value,0,0
291,social media,9.546325667652964,0.1675922473559195,2230,2220.454,Low Value,1,0
292,referral,8.320326732170223,0.1231449787166301,3315,3306.68,Low Value,0,0
293,email marketing,5.2462632712450965,0.0438222285949381,3397,3391.754,Cost Efficient - Potential Value,1,1
294,paid advertising,30.450327213520207,0.0163414915688768,3040,3009.55,Low Value,0,0
295,email marketing,5.2462632712450965,0.0438222285949381,3672,3666.754,Cost Efficient - Potential Value,1,1
296,referral,8.320326732170223,0.1231449787166301,1979,1970.68,Low Value,0,0
297,email marketing,5.2462632712450965,0.0438222285949381,923,917.754,Cost Efficient - Potential Value,1,1
298,social media,9.546325667652964,0.1675922473559195,753,743.454,Low Value,1,0
299,social media,9.546325667652964,0.1675922473559195,1089,1079.454,Low Value,1,0
300,paid advertising,30.450327213520207,0.0163414915688768,984,953.55,Low Value,0,0
301,email marketing,5.2462632712450965,0.0438222285949381,2749,2743.754,Cost Efficient - Potential Value,1,1
302,paid advertising,30.450327213520207,0.0163414915688768,4559,4528.55,High Value - Standard Efficiency,4,4
303,paid advertising,30.450327213520207,0.0163414915688768,905,874.55,Low Value,0,0
304,referral,8.320326732170223,0.1231449787166301,4517,4508.68,High Value - Standard Efficiency,4,4
305,social media,9.546325667652964,0.1675922473559195,2497,2487.454,Low Value,1,0
306,paid advertising,30.450327213520207,0.0163414915688768,3170,3139.55,Low Value,0,0
307,email marketing,5.2462632712450965,0.0438222285949381,3226,3220.754,Cost Efficient - Potential Value,1,1
308,paid advertising,30.450327213520207,0.0163414915688768,3975,3944.55,High Value - Standard Efficiency,4,4
309,email marketing,5.2462632712450965,0.0438222285949381,3436,3430.754,Cost Efficient - Potential Value,1,1
310,social media,9.546325667652964,0.1675922473559195,755,745.454,Low Value,1,0
311,social media,9.546325667652964,0.1675922473559195,3941,3931.454,High Value - Standard Efficiency,5,4
312,paid advertising,30.450327213520207,0.0163414915688768,3780,3749.55,Low Value,0,0
313,social media,9.546325667652964,0.1675922473559195,2974,2964.454,Low Value,1,0
314,referral,8.320326732170223,0.1231449787166301,849,840.68,Low Value,0,0
315,paid advertising,30.450327213520207,0.0163414915688768,3456,3425.55,Low Value,0,0
316,referral,8.320326732170223,0.1231449787166301,2219,2210.68,Low Value,0,0
