customer_id,channel,cost,conversion_rate,revenue,net_value,customer_segment
152,social media,9.546325667652964,0.1675922473559195,3966,3956.454,High Value
153,email marketing,5.2462632712450965,0.0438222285949381,1023,1017.754,Low Value
154,email marketing,5.2462632712450965,0.0438222285949381,4727,4721.754,High Value
155,social media,9.546325667652964,0.1675922473559195,4647,4637.454,High Value
156,social media,9.546325667652964,0.1675922473559195,2312,2302.454,Medium Value
157,email marketing,5.2462632712450965,0.0438222285949381,2963,2957.754,Medium Value
158,email marketing,5.2462632712450965,0.0438222285949381,3803,3797.754,Medium Value
159,referral,8.320326732170223,0.1231449787166301,3433,3424.68,Medium Value
160,email marketing,5.2462632712450965,0.0438222285949381,2894,2888.754,Medium Value
161,email marketing,5.2462632712450965,0.0438222285949381,918,912.754,Low Value
162,social media,9.546325667652964,0.1675922473559195,1336,1326.454,Low Value
163,social media,9.546325667652964,0.1675922473559195,2688,2678.454,Medium Value
164,social media,9.546325667652964,0.1675922473559195,2257,2247.454,Medium Value
165,paid advertising,30.450327213520207,0.0163414915688768,3886,3855.55,High Value
166,paid advertising,30.450327213520207,0.0163414915688768,4732,4701.55,High Value
167,email marketing,5.2462632712450965,0.0438222285949381,3309,3303.754,Medium Value
168,paid advertising,30.450327213520207,0.0163414915688768,1268,1237.55,Low Value
169,email marketing,5.2462632712450965,0.0438222285949381,3677,3671.754,Medium Value
170,email marketing,5.2462632712450965,0.0438222285949381,3667,3661.754,Medium Value
171,referral,8.320326732170223,0.1231449787166301,2949,2940.68,Medium Value
172,paid advertising,30.450327213520207,0.0163414915688768,3842,3811.55,High Value
173,referral,8.320326732170223,0.1231449787166301,2357,2348.68,Medium Value
174,referral,8.320326732170223,0.1231449787166301,4365,4356.68,High Value
175,social media,9.546325667652964,0.1675922473559195,4235,4225.454,High Value
176,paid advertising,30.450327213520207,0.0163414915688768,4947,4916.55,High Value
177,email marketing,5.2462632712450965,0.0438222285949381,2906,2900.754,Medium Value
178,social media,9.546325667652964,0.1675922473559195,2823,2813.454,Medium Value
179,paid advertising,30.450327213520207,0.0163414915688768,1249,1218.55,Low Value
180,referral,8.320326732170223,0.1231449787166301,3120,3111.68,Medium Value
181,referral,8.320326732170223,0.1231449787166301,3886,3877.68,High Value
182,paid advertising,30.450327213520207,0.0163414915688768,622,591.55,Low Value
183,social media,9.546325667652964,0.1675922473559195,3902,3892.454,High Value
184,paid advertising,30.450327213520207,0.0163414915688768,1294,1263.55,Low Value
185,paid advertising,30.450327213520207,0.0163414915688768,2615,2584.55,Medium Value
186,social media,9.546325667652964,0.1675922473559195,2715,2705.454,Medium Value
187,referral,8.320326732170223,0.1231449787166301,4674,4665.68,High Value
188,referral,8.320326732170223,0.1231449787166301,3879,3870.68,High Value
189,referral,8.320326732170223,0.1231449787166301,1719,1710.68,Medium Value
190,email marketing,5.2462632712450965,0.0438222285949381,1220,1214.754,Low Value
191,social media,9.546325667652964,0.1675922473559195,3944,3934.454,High Value
192,social media,9.546325667652964,0.1675922473559195,3267,3257.454,Medium Value
193,referral,8.320326732170223,0.1231449787166301,2216,2207.68,Medium Value
194,email marketing,5.2462632712450965,0.0438222285949381,3146,3140.754,Medium Value
195,email marketing,5.2462632712450965,0.0438222285949381,4728,4722.754,High Value
196,paid advertising,30.450327213520207,0.0163414915688768,620,589.55,Low Value
197,referral,8.320326732170223,0.1231449787166301,1838,1829.68,Medium Value
198,social media,9.546325667652964,0.1675922473559195,2723,2713.454,Medium Value
199,email marketing,5.2462632712450965,0.0438222285949381,3180,3174.754,Medium Value
200,paid advertising,30.450327213520207,0.0163414915688768,2692,2661.55,Medium Value
201,social media,9.546325667652964,0.1675922473559195,1638,1628.454,Low Value
202,paid advertising,30.450327213520207,0.0163414915688768,3037,3006.55,Medium Value
203,paid advertising,30.450327213520207,0.0163414915688768,1357,1326.55,Low Value
204,email marketing,5.2462632712450965,0.0438222285949381,2510,2504.754,Medium Value
205,social media,9.546325667652964,0.1675922473559195,3360,3350.454,Medium Value
206,referral,8.320326732170223,0.1231449787166301,1865,1856.68,Medium Value
207,paid advertising,30.450327213520207,0.0163414915688768,1377,1346.55,Low Value
208,referral,8.320326732170223,0.1231449787166301,1275,1266.68,Low Value
209,referral,8.320326732170223,0.1231449787166301,1054,1045.68,Low Value
210,social media,9.546325667652964,0.1675922473559195,4266,4256.454,High Value
211,email marketing,5.2462632712450965,0.0438222285949381,2201,2195.754,Medium Value
212,email marketing,5.2462632712450965,0.0438222285949381,800,794.754,Low Value
213,social media,9.546325667652964,0.1675922473559195,791,781.454,Low Value
214,referral,8.320326732170223,0.1231449787166301,606,597.68,Low Value
215,social media,9.546325667652964,0.1675922473559195,2574,2564.454,Medium Value
216,paid advertising,30.450327213520207,0.0163414915688768,4887,4856.55,High Value
217,paid advertising,30.450327213520207,0.0163414915688768,3593,3562.55,Medium Value
218,social media,9.546325667652964,0.1675922473559195,2979,2969.454,Medium Value
219,referral,8.320326732170223,0.1231449787166301,620,611.68,Low Value
220,email marketing,5.2462632712450965,0.0438222285949381,3602,3596.754,Medium Value
221,referral,8.320326732170223,0.1231449787166301,1711,1702.68,Medium Value
222,referral,8.320326732170223,0.1231449787166301,3062,3053.68,Medium Value
223,email marketing,5.2462632712450965,0.0438222285949381,1760,1754.754,Medium Value
224,email marketing,5.2462632712450965,0.0438222285949381,3550,3544.754,Medium Value
225,social media,9.546325667652964,0.1675922473559195,2224,2214.454,Medium Value
226,referral,8.320326732170223,0.1231449787166301,3306,3297.68,Medium Value
227,referral,8.320326732170223,0.1231449787166301,1121,1112.68,Low Value
228,referral,8.320326732170223,0.1231449787166301,4872,4863.68,High Value
229,social media,9.546325667652964,0.1675922473559195,2457,2447.454,Medium Value
230,paid advertising,30.450327213520207,0.0163414915688768,1361,1330.55,Low Value
231,email marketing,5.2462632712450965,0.0438222285949381,1643,1637.754,Low Value
232,referral,8.320326732170223,0.1231449787166301,3069,3060.68,Medium Value
233,social media,9.546325667652964,0.1675922473559195,2962,2952.454,Medium Value
234,email marketing,5.2462632712450965,0.0438222285949381,4504,4498.754,High Value
235,paid advertising,30.450327213520207,0.0163414915688768,2058,2027.55,Medium Value
236,referral,8.320326732170223,0.1231449787166301,4172,4163.68,High Value
237,social media,9.546325667652964,0.1675922473559195,3105,3095.454,Medium Value
238,referral,8.320326732170223,0.1231449787166301,2980,2971.68,Medium Value
239,social media,9.546325667652964,0.1675922473559195,790,780.454,Low Value
240,referral,8.320326732170223,0.1231449787166301,2213,2204.68,Medium Value
241,referral,8.320326732170223,0.1231449787166301,3270,3261.68,Medium Value
242,email marketing,5.2462632712450965,0.0438222285949381,1644,1638.754,Low Value
243,paid advertising,30.450327213520207,0.0163414915688768,1218,1187.55,Low Value
244,referral,8.320326732170223,0.1231449787166301,4162,4153.68,High Value
245,paid advertising,30.450327213520207,0.0163414915688768,1467,1436.55,Low Value
246,email marketing,5.2462632712450965,0.0438222285949381,2079,2073.754,Medium Value
247,social media,9.546325667652964,0.1675922473559195,3729,3719.454,Medium Value
248,referral,8.320326732170223,0.1231449787166301,4933,4924.68,High Value
249,referral,8.320326732170223,0.1231449787166301,3428,3419.68,Medium Value
250,email marketing,5.2462632712450965,0.0438222285949381,4940,4934.754,High Value
251,paid advertising,30.450327213520207,0.0163414915688768,1303,1272.55,Low Value
252,paid advertising,30.450327213520207,0.0163414915688768,2736,2705.55,Medium Value
253,social media,9.546325667652964,0.1675922473559195,3730,3720.454,Medium Value
254,referral,8.320326732170223,0.1231449787166301,4994,4985.68,High Value
255,paid advertising,30.450327213520207,0.0163414915688768,3754,3723.55,Medium Value
256,paid advertising,30.450327213520207,0.0163414915688768,3139,3108.55,Medium Value
257,email marketing,5.2462632712450965,0.0438222285949381,2490,2484.754,Medium Value
258,referral,8.320326732170223,0.1231449787166301,4212,4203.68,High Value
259,email marketing,5.2462632712450965,0.0438222285949381,1314,1308.754,Low Value
260,referral,8.320326732170223,0.1231449787166301,4632,4623.68,High Value
261,referral,8.320326732170223,0.1231449787166301,966,957.68,Low Value
262,referral,8.320326732170223,0.1231449787166301,2729,2720.68,Medium Value
263,social media,9.546325667652964,0.1675922473559195,1150,1140.454,Low Value
264,social media,9.546325667652964,0.1675922473559195,1453,1443.454,Low Value
265,paid advertising,30.450327213520207,0.0163414915688768,4469,4438.55,High Value
266,email marketing,5.2462632712450965,0.0438222285949381,4742,4736.754,High Value
267,paid advertising,30.450327213520207,0.0163414915688768,2230,2199.55,Medium Value
268,referral,8.320326732170223,0.1231449787166301,4923,4914.68,High Value
269,paid advertising,30.450327213520207,0.0163414915688768,4290,4259.55,High Value
270,email marketing,5.2462632712450965,0.0438222285949381,1165,1159.754,Low Value
271,email marketing,5.2462632712450965,0.0438222285949381,2176,2170.754,Medium Value
272,referral,8.320326732170223,0.1231449787166301,2116,2107.68,Medium Value
273,referral,8.320326732170223,0.1231449787166301,3326,3317.68,Medium Value
274,referral,8.320326732170223,0.1231449787166301,2139,2130.68,Medium Value
275,email marketing,5.2462632712450965,0.0438222285949381,1237,1231.754,Low Value
276,referral,8.320326732170223,0.1231449787166301,2322,2313.68,Medium Value
277,referral,8.320326732170223,0.1231449787166301,1492,1483.68,Low Value
278,paid advertising,30.450327213520207,0.0163414915688768,1568,1537.55,Low Value
279,paid advertising,30.450327213520207,0.0163414915688768,3847,3816.55,High Value
280,social media,9.546325667652964,0.1675922473559195,4720,4710.454,High Value
281,referral,8.320326732170223,0.1231449787166301,3377,3368.68,Medium Value
282,referral,8.320326732170223,0.1231449787166301,1171,1162.68,Low Value
283,referral,8.320326732170223,0.1231449787166301,4155,4146.68,High Value
284,paid advertising,30.450327213520207,0.0163414915688768,3175,3144.55,Medium Value
285,email marketing,5.2462632712450965,0.0438222285949381,3796,3790.754,Medium Value
286,referral,8.320326732170223,0.1231449787166301,2387,2378.68,Medium Value
287,paid advertising,30.450327213520207,0.0163414915688768,1502,1471.55,Low Value
288,paid advertising,30.450327213520207,0.0163414915688768,1717,1686.55,Medium Value
289,email marketing,5.2462632712450965,0.0438222285949381,4645,4639.754,High Value
290,referral,8.320326732170223,0.1231449787166301,2086,2077.68,Medium Value
291,social media,9.546325667652964,0.1675922473559195,2230,2220.454,Medium Value
292,referral,8.320326732170223,0.1231449787166301,3315,3306.68,Medium Value
293,email marketing,5.2462632712450965,0.0438222285949381,3397,3391.754,Medium Value
294,paid advertising,30.450327213520207,0.0163414915688768,3040,3009.55,Medium Value
295,email marketing,5.2462632712450965,0.0438222285949381,3672,3666.754,Medium Value
296,referral,8.320326732170223,0.1231449787166301,1979,1970.68,Medium Value
297,email marketing,5.2462632712450965,0.0438222285949381,923,917.754,Low Value
298,social media,9.546325667652964,0.1675922473559195,753,743.454,Low Value
299,social media,9.546325667652964,0.1675922473559195,1089,1079.454,Low Value
300,paid advertising,30.450327213520207,0.0163414915688768,984,953.55,Low Value
301,email marketing,5.2462632712450965,0.0438222285949381,2749,2743.754,Medium Value
302,paid advertising,30.450327213520207,0.0163414915688768,4559,4528.55,High Value
303,paid advertising,30.450327213520207,0.0163414915688768,905,874.55,Low Value
304,referral,8.320326732170223,0.1231449787166301,4517,4508.68,High Value
305,social media,9.546325667652964,0.1675922473559195,2497,2487.454,Medium Value
306,paid advertising,30.450327213520207,0.0163414915688768,3170,3139.55,Medium Value
307,email marketing,5.2462632712450965,0.0438222285949381,3226,3220.754,Medium Value
308,paid advertising,30.450327213520207,0.0163414915688768,3975,3944.55,High Value
309,email marketing,5.2462632712450965,0.0438222285949381,3436,3430.754,Medium Value
310,social media,9.546325667652964,0.1675922473559195,755,745.454,Low Value
311,social media,9.546325667652964,0.1675922473559195,3941,3931.454,High Value
312,paid advertising,30.450327213520207,0.0163414915688768,3780,3749.55,Medium Value
313,social media,9.546325667652964,0.1675922473559195,2974,2964.454,Medium Value
314,referral,8.320326732170223,0.1231449787166301,849,840.68,Low Value
315,paid advertising,30.450327213520207,0.0163414915688768,3456,3425.55,Medium Value
316,referral,8.320326732170223,0.1231449787166301,2219,2210.68,Medium Value
317,social media,9.546325667652964,0.1675922473559195,4505,4495.454,High Value
318,email marketing,5.2462632712450965,0.0438222285949381,4105,4099.754,High Value
319,social media,9.546325667652964,0.1675922473559195,4575,4565.454,High Value
320,email marketing,5.2462632712450965,0.0438222285949381,2164,2158.754,Medium Value
321,paid advertising,30.450327213520207,0.0163414915688768,1804,1773.55,Medium Value
322,referral,8.320326732170223,0.1231449787166301,3092,3083.68,Medium Value
323,social media,9.546325667652964,0.1675922473559195,4653,4643.454,High Value
324,paid advertising,30.450327213520207,0.0163414915688768,3196,3165.55,Medium Value
325,referral,8.320326732170223,0.1231449787166301,2661,2652.68,Medium Value
326,referral,8.320326732170223,0.1231449787166301,3527,3518.68,Medium Value
327,email marketing,5.2462632712450965,0.0438222285949381,2537,2531.754,Medium Value
328,social media,9.546325667652964,0.1675922473559195,2529,2519.454,Medium Value
329,email marketing,5.2462632712450965,0.0438222285949381,3872,3866.754,High Value
330,referral,8.320326732170223,0.1231449787166301,1608,1599.68,Low Value
331,referral,8.320326732170223,0.1231449787166301,2183,2174.68,Medium Value
332,email marketing,5.2462632712450965,0.0438222285949381,3288,3282.754,Medium Value
333,referral,8.320326732170223,0.1231449787166301,1588,1579.68,Low Value
334,referral,8.320326732170223,0.1231449787166301,4318,4309.68,High Value
335,email marketing,5.2462632712450965,0.0438222285949381,4956,4950.754,High Value
336,social media,9.546325667652964,0.1675922473559195,2748,2738.454,Medium Value
337,referral,8.320326732170223,0.1231449787166301,500,491.68,Low Value
338,email marketing,5.2462632712450965,0.0438222285949381,813,807.754,Low Value
339,paid advertising,30.450327213520207,0.0163414915688768,3903,3872.55,High Value
340,referral,8.320326732170223,0.1231449787166301,2881,2872.68,Medium Value
341,social media,9.546325667652964,0.1675922473559195,3458,3448.454,Medium Value
342,email marketing,5.2462632712450965,0.0438222285949381,4731,4725.754,High Value
343,referral,8.320326732170223,0.1231449787166301,1280,1271.68,Low Value
344,referral,8.320326732170223,0.1231449787166301,838,829.68,Low Value
345,social media,9.546325667652964,0.1675922473559195,4032,4022.454,High Value
346,email marketing,5.2462632712450965,0.0438222285949381,999,993.754,Low Value
347,email marketing,5.2462632712450965,0.0438222285949381,3212,3206.754,Medium Value
348,social media,9.546325667652964,0.1675922473559195,2380,2370.454,Medium Value
349,social media,9.546325667652964,0.1675922473559195,2155,2145.454,Medium Value
350,referral,8.320326732170223,0.1231449787166301,1524,1515.68,Low Value
351,referral,8.320326732170223,0.1231449787166301,1248,1239.68,Low Value
352,social media,9.546325667652964,0.1675922473559195,2973,2963.454,Medium Value
353,referral,8.320326732170223,0.1231449787166301,2245,2236.68,Medium Value
354,referral,8.320326732170223,0.1231449787166301,2995,2986.68,Medium Value
355,referral,8.320326732170223,0.1231449787166301,3613,3604.68,Medium Value
356,social media,9.546325667652964,0.1675922473559195,3278,3268.454,Medium Value
357,social media,9.546325667652964,0.1675922473559195,1090,1080.454,Low Value
358,social media,9.546325667652964,0.1675922473559195,2593,2583.454,Medium Value
359,email marketing,5.2462632712450965,0.0438222285949381,3218,3212.754,Medium Value
360,paid advertising,30.450327213520207,0.0163414915688768,2242,2211.55,Medium Value
361,referral,8.320326732170223,0.1231449787166301,3984,3975.68,High Value
362,referral,8.320326732170223,0.1231449787166301,4951,4942.68,High Value
363,social media,9.546325667652964,0.1675922473559195,4127,4117.454,High Value
364,referral,8.320326732170223,0.1231449787166301,1194,1185.68,Low Value
365,referral,8.320326732170223,0.1231449787166301,3929,3920.68,High Value
366,email marketing,5.2462632712450965,0.0438222285949381,2297,2291.754,Medium Value
367,referral,8.320326732170223,0.1231449787166301,4923,4914.68,High Value
368,email marketing,5.2462632712450965,0.0438222285949381,3954,3948.754,High Value
369,social media,9.546325667652964,0.1675922473559195,1293,1283.454,Low Value
370,email marketing,5.2462632712450965,0.0438222285949381,3573,3567.754,Medium Value
371,referral,8.320326732170223,0.1231449787166301,1451,1442.68,Low Value
372,email marketing,5.2462632712450965,0.0438222285949381,3625,3619.754,Medium Value
373,referral,8.320326732170223,0.1231449787166301,3806,3797.68,Medium Value
374,social media,9.546325667652964,0.1675922473559195,1085,1075.454,Low Value
375,social media,9.546325667652964,0.1675922473559195,1267,1257.454,Low Value
376,paid advertising,30.450327213520207,0.0163414915688768,3875,3844.55,High Value
377,paid advertising,30.450327213520207,0.0163414915688768,2949,2918.55,Medium Value
378,referral,8.320326732170223,0.1231449787166301,2557,2548.68,Medium Value
379,email marketing,5.2462632712450965,0.0438222285949381,3463,3457.754,Medium Value
380,email marketing,5.2462632712450965,0.0438222285949381,1670,1664.754,Low Value
381,referral,8.320326732170223,0.1231449787166301,1163,1154.68,Low Value
